Dataset: MERRA2_300.tavgM_2d_adg_Nx.200307.nc4
OCEMAN[0][0], 1.2928e-13, 1.61464e-13, 1.72095e-13, 1.55018e-13, 1.40821e-13, 1.32541e-13, 1.30766e-13, 1.40685e-13, 1.56221e-13, 1.5272e-13, 1.50604e-13, 1.66077e-13, 1.74774e-13, 1.84037e-13, 2.08645e-13, 2.73441e-13, 4.57591e-13, 8.70422e-13, 1.08793e-12, 9.49635e-13, 7.73682e-13, 6.91218e-13, 3.60923e-13, 3.86479e-13, 6.04613e-13, 1.32906e-12, 1.98456e-12, 2.3284e-12, 1.30748e-12, 3.55415e-13, 4.99708e-13, 8.17475e-13, 1.53121e-12, 2.42756e-12, 2.37542e-12, 7.12806e-13, 5.79809e-13, 1.17373e-12, 5.44963e-12, 4.90807e-12, 1.31758e-12, 9.3869e-13, 9.93213e-13, 1.40238e-12, 7.73066e-13, 3.1191e-14, 5.56074e-14, 5.43723e-14, 3.88224e-14, 3.61785e-14, 3.50383e-14, 3.19467e-14, 3.55347e-14, 4.52564e-14, 7.59169e-14, 1.65527e-13, 2.75446e-13, 3.51135e-13, 3.76065e-13, 4.50256e-13, 5.84171e-13, 7.9906e-13, 1.03438e-12, 1.59985e-12, 2.21096e-12, 2.23214e-12, 2.14168e-12, 1.25945e-12, 9.44578e-13, 8.16014e-13, 4.96068e-12, 4.15301e-12, 1.63333e-12, 8.26056e-13, 2.61003e-13, 5.80369e-14, 8.87059e-14, 2.16418e-13, 5.21189e-13, 1.14373e-12, 2.00141e-12, 1.92675e-12, 1.67811e-12, 9.54448e-13, 5.51953e-13, 2.00333e-13, 1.24402e-13, 1.39333e-13, 2.36384e-13, 5.10259e-13, 6.74149e-13, 5.25114e-13, 4.42248e-13, 3.39839e-13, 2.77319e-13
OCEMAN[0][1], 2.22711e-13, 1.93052e-13, 1.81034e-13, 1.59281e-13, 1.41697e-13, 1.31884e-13, 1.32733e-13, 1.4222e-13, 1.57371e-13, 1.51753e-13, 1.50485e-13, 1.75906e-13, 1.98311e-13, 2.33695e-13, 3.02543e-13, 3.72981e-13, 5.46165e-13, 9.90921e-13, 1.14823e-12, 8.86409e-13, 6.39044e-13, 5.07802e-13, 1.99095e-13, 3.66728e-13, 9.69418e-13, 1.64366e-12, 1.93001e-12, 1.52346e-12, 8.90048e-13, 3.35241e-13, 5.51143e-13, 7.12606e-13, 1.10838e-12, 2.1983e-12, 2.28772e-12, 6.80946e-13, 6.73103e-13, 1.35103e-12, 5.48035e-12, 4.85937e-12, 1.23773e-12, 1.22811e-12, 1.43189e-12, 1.66665e-12, 9.14093e-13, 2.74507e-14, 5.0653e-14, 5.45898e-14, 4.90938e-14, 4.26585e-14, 4.0593e-14, 4.45182e-14, 6.4863e-14, 1.0329e-13, 1.69769e-13, 2.91853e-13, 4.25208e-13, 6.21503e-13, 7.09325e-13, 1.10792e-12, 1.16361e-12, 1.32767e-12, 1.3906e-12, 1.50167e-12, 1.48354e-12, 1.26358e-12, 1.11336e-12, 8.14897e-13, 8.81073e-13, 1.01874e-12, 6.74219e-12, 5.75351e-12, 1.49589e-12, 8.7588e-13, 4.72511e-13, 4.21476e-13, 6.02214e-13, 8.45345e-13, 1.08631e-12, 1.63701e-12, 2.40848e-12, 1.84036e-12, 1.22478e-12, 7.35462e-13, 4.27422e-13, 2.22349e-13, 1.68741e-13, 1.84009e-13, 2.62897e-13, 5.35514e-13, 6.98416e-13, 5.09721e-13, 4.28385e-13, 3.18537e-13, 2.79146e-13
OCEMAN[0][2], 2.96641e-13, 2.41585e-13, 1.97219e-13, 1.6177e-13, 1.4102e-13, 1.31117e-13, 1.34618e-13, 1.43292e-13, 1.57288e-13, 1.51221e-13, 1.50342e-13, 1.90369e-13, 2.30207e-13, 2.89482e-13, 3.7585e-13, 4.41303e-13, 6.04413e-13, 1.09836e-12, 1.21248e-12, 7.69614e-13, 4.44082e-13, 3.03385e-13, 7.40134e-14, 3.46662e-13, 1.19232e-12, 1.82283e-12, 1.85073e-12, 7.56535e-13, 3.96855e-13, 3.06414e-13, 6.23494e-13, 5.74043e-13, 4.51753e-13, 1.73977e-12, 2.05556e-12, 6.12492e-13, 7.80243e-13, 1.55467e-12, 5.36425e-12, 4.68081e-12, 1.13445e-12, 1.59525e-12, 1.97436e-12, 1.97064e-12, 1.05299e-12, 2.1509e-14, 4.26939e-14, 5.68224e-14, 6.90926e-14, 5.91561e-14, 5.75463e-14, 6.89072e-14, 1.03169e-13, 1.59174e-13, 2.46265e-13, 3.79202e-13, 5.19993e-13, 8.161e-13, 9.95834e-13, 1.80623e-12, 1.89325e-12, 1.99216e-12, 1.80041e-12, 1.365e-12, 8.75758e-13, 5.30586e-13, 3.43449e-13, 4.29542e-13, 9.75506e-13, 1.31107e-12, 8.37019e-12, 6.69108e-12, 1.35218e-12, 9.93872e-13, 7.7548e-13, 8.07977e-13, 9.67069e-13, 1.36149e-12, 1.84563e-12, 2.2913e-12, 2.7198e-12, 1.62964e-12, 7.24854e-13, 4.5608e-13, 3.54817e-13, 2.73409e-13, 2.32076e-13, 2.27173e-13, 2.831e-13, 5.77538e-13, 7.25742e-13, 5.01083e-13, 4.09429e-13, 2.9653e-13, 2.81331e-13
OCEMAN[0][3], 2.99771e-13, 2.61078e-13, 2.18483e-13, 1.81704e-13, 1.51886e-13, 1.34052e-13, 1.28464e-13, 1.31925e-13, 1.37224e-13, 1.79374e-13, 1.92491e-13, 2.16094e-13, 2.43382e-13, 2.99176e-13, 4.23607e-13, 6.58591e-13, 1.08225e-12, 9.44277e-13, 8.20254e-13, 5.30243e-13, 3.04366e-13, 1.97222e-13, 3.13835e-13, 6.68147e-13, 1.51073e-12, 1.3659e-12, 1.1332e-12, 5.98102e-13, 3.65693e-13, 2.90223e-13, 6.22678e-13, 5.66214e-13, 3.60948e-13, 1.08838e-12, 1.29322e-12, 4.26204e-13, 7.48956e-13, 1.36613e-12, 3.21352e-12, 2.87586e-12, 1.12187e-12, 1.55092e-12, 1.81188e-12, 1.69483e-12, 8.96029e-13, 1.6917e-14, 3.70873e-14, 6.12503e-14, 9.37431e-14, 1.05032e-13, 1.19849e-13, 1.55533e-13, 3.02629e-13, 5.59094e-13, 9.38948e-13, 1.33889e-12, 1.68253e-12, 1.43914e-12, 1.29624e-12, 1.34899e-12, 1.39878e-12, 1.37739e-12, 1.21577e-12, 8.34637e-13, 4.64682e-13, 2.3892e-13, 4.35096e-13, 1.56211e-12, 1.64746e-12, 1.49947e-12, 6.72042e-12, 5.38207e-12, 1.3696e-12, 9.41326e-13, 6.84205e-13, 8.33828e-13, 1.11009e-12, 1.5384e-12, 1.93354e-12, 2.06307e-12, 1.74749e-12, 1.10976e-12, 6.22613e-13, 4.26802e-13, 3.55762e-13, 2.96834e-13, 2.76403e-13, 3.26409e-13, 4.43129e-13, 6.47281e-13, 7.38119e-13, 4.90991e-13, 4.0482e-13, 2.98564e-13, 3.03804e-13
OCEMAN[0][4], 2.9754e-13, 2.79776e-13, 2.53518e-13, 2.06933e-13, 1.61041e-13, 1.36502e-13, 1.22585e-13, 1.22998e-13, 1.20006e-13, 1.95768e-13, 2.24879e-13, 2.46025e-13, 2.71424e-13, 3.20113e-13, 4.6075e-13, 7.90056e-13, 1.43083e-12, 8.2602e-13, 3.21445e-13, 1.68593e-13, 9.87355e-14, 7.59876e-14, 5.32857e-13, 9.03514e-13, 1.73288e-12, 1.08061e-12, 5.64867e-13, 4.47291e-13, 3.38468e-13, 3.13964e-13, 6.3734e-13, 5.61271e-13, 2.39081e-13, 2.0672e-13, 1.88657e-13, 1.53893e-13, 7.01926e-13, 1.11879e-12, 5.1091e-13, 5.80439e-13, 1.10094e-12, 1.46654e-12, 1.57086e-12, 1.34171e-12, 7.08716e-13, 1.98938e-14, 3.51386e-14, 7.2331e-14, 1.28453e-13, 1.73351e-13, 2.10928e-13, 2.9451e-13, 5.35923e-13, 9.27072e-13, 1.47429e-12, 2.0135e-12, 2.47103e-12, 1.85039e-12, 1.54354e-12, 8.09453e-13, 6.75868e-13, 4.86607e-13, 4.89909e-13, 3.88306e-13, 2.24677e-13, 1.1785e-13, 6.9939e-13, 3.18492e-12, 2.58838e-12, 1.73176e-12, 5.39365e-12, 4.46576e-12, 1.39301e-12, 8.70207e-13, 5.85131e-13, 8.52007e-13, 1.19062e-12, 1.6927e-12, 2.02267e-12, 1.79353e-12, 1.06375e-12, 7.09805e-13, 4.89043e-13, 4.0353e-13, 3.60522e-13, 3.29915e-13, 3.33522e-13, 4.03756e-13, 6.04162e-13, 7.15299e-13, 7.48534e-13, 4.74889e-13, 4.00644e-13, 3.00731e-13, 3.30639e-13
OCEMAN[0][5], 2.41896e-13, 3.03317e-13, 2.98761e-13, 2.46111e-13, 2.08133e-13, 1.85058e-13, 1.76169e-13, 1.67382e-13, 1.69895e-13, 2.2535e-13, 2.44604e-13, 2.34046e-13, 3.07797e-13, 4.16294e-13, 6.72795e-13, 8.53776e-13, 1.07677e-12, 6.18767e-13, 2.36381e-13, 1.19863e-13, 1.0282e-13, 1.10205e-13, 6.17162e-13, 8.91201e-13, 1.45413e-12, 8.35009e-13, 4.25316e-13, 4.92781e-13, 7.27862e-13, 8.92096e-13, 8.00012e-13, 6.06819e-13, 2.25493e-13, 1.6939e-13, 1.49549e-13, 1.46265e-13, 6.08216e-13, 9.53818e-13, 6.09076e-13, 6.80595e-13, 1.0259e-12, 1.05554e-12, 1.09087e-12, 1.19847e-12, 7.10371e-13, 9.90498e-14, 7.87426e-14, 8.4599e-14, 1.08328e-13, 1.6608e-13, 2.69326e-13, 6.1535e-13, 8.48139e-13, 1.10998e-12, 1.22745e-12, 1.29948e-12, 1.33936e-12, 1.02423e-12, 9.41541e-13, 6.87414e-13, 6.10408e-13, 4.865e-13, 4.18715e-13, 2.78258e-13, 1.46963e-13, 8.37296e-14, 8.26529e-13, 3.90266e-12, 3.51309e-12, 2.95428e-12, 3.4945e-12, 2.93171e-12, 1.44633e-12, 1.08146e-12, 1.03003e-12, 1.4844e-12, 1.55772e-12, 1.59995e-12, 1.40368e-12, 9.69905e-13, 7.89154e-13, 6.02271e-13, 4.27282e-13, 3.58205e-13, 3.39528e-13, 3.29475e-13, 3.50315e-13, 4.365e-13, 6.23652e-13, 6.60977e-13, 6.31953e-13, 4.02617e-13, 3.20529e-13, 2.59237e-13, 3.15948e-13
OCEMAN[0][6], 1.95526e-13, 3.13978e-13, 3.55006e-13, 3.01963e-13, 2.51097e-13, 2.18735e-13, 2.28813e-13, 2.31729e-13, 2.31037e-13, 2.51261e-13, 2.56573e-13, 2.22729e-13, 3.502e-13, 5.51953e-13, 8.95599e-13, 9.19265e-13, 7.95421e-13, 4.39315e-13, 1.43074e-13, 5.03267e-14, 1.05974e-13, 1.57646e-13, 6.96597e-13, 8.87348e-13, 1.23594e-12, 6.83697e-13, 3.60052e-13, 5.37463e-13, 1.13936e-12, 1.60237e-12, 1.0315e-12, 6.71427e-13, 2.07327e-13, 1.14969e-13, 9.241e-14, 1.34351e-13, 4.46256e-13, 7.38356e-13, 7.29417e-13, 7.99346e-13, 9.13821e-13, 6.06003e-13, 5.87351e-13, 1.02447e-12, 6.66041e-13, 2.59466e-13, 4.19303e-13, 3.65002e-13, 1.37666e-13, 1.92787e-13, 3.78192e-13, 1.00098e-12, 1.17443e-12, 1.25087e-12, 9.90906e-13, 7.26408e-13, 4.64517e-13, 3.62126e-13, 3.3639e-13, 5.21841e-13, 5.1351e-13, 4.72067e-13, 3.35674e-13, 2.08206e-13, 1.16948e-13, 6.81677e-14, 1.06551e-12, 4.90922e-12, 4.71926e-12, 4.06642e-12, 2.22535e-12, 1.87583e-12, 1.55629e-12, 1.45045e-12, 1.47201e-12, 1.92844e-12, 1.81097e-12, 1.32763e-12, 5.72431e-13, 4.30301e-13, 6.20672e-13, 4.76508e-13, 3.60153e-13, 3.28909e-13, 3.17925e-13, 3.29056e-13, 3.64336e-13, 4.59905e-13, 6.48213e-13, 6.04556e-13, 5.27334e-13, 3.05938e-13, 2.6761e-13, 2.13195e-13, 2.99348e-13
OCEMAN[0][7], 1.7532e-13, 2.57017e-13, 3.13677e-13, 3.13326e-13, 2.90631e-13, 2.80625e-13, 2.47684e-13, 2.37699e-13, 2.34418e-13, 2.03466e-13, 1.87184e-13, 1.86621e-13, 3.63376e-13, 6.09921e-13, 9.94774e-13, 8.96888e-13, 4.00329e-13, 2.32148e-13, 8.76458e-14, 3.95566e-14, 1.32011e-13, 2.01235e-13, 8.60294e-13, 8.42344e-13, 6.35785e-13, 4.12437e-13, 3.28486e-13, 5.52311e-13, 1.17313e-12, 1.62409e-12, 9.53302e-13, 6.05243e-13, 1.97835e-13, 1.02397e-13, 7.90139e-14, 1.29282e-13, 3.58151e-13, 5.68585e-13, 7.24431e-13, 7.31408e-13, 6.9245e-13, 1.32476e-12, 1.50624e-12, 1.00108e-12, 6.64701e-13, 6.06339e-13, 2.40777e-12, 2.10673e-12, 5.1543e-13, 4.69402e-13, 5.95674e-13, 7.62365e-13, 8.10456e-13, 9.82769e-13, 1.66087e-12, 1.37327e-12, 4.86722e-13, 2.64344e-13, 2.50892e-13, 4.13597e-13, 4.04282e-13, 3.44968e-13, 2.02983e-13, 1.01062e-13, 5.72365e-14, 3.58289e-14, 9.01207e-13, 4.11937e-12, 4.33127e-12, 4.33311e-12, 1.64887e-12, 1.57295e-12, 1.72557e-12, 1.77431e-12, 1.85618e-12, 1.58368e-12, 1.37798e-12, 8.99051e-13, 3.876e-13, 3.98645e-13, 6.76885e-13, 4.89959e-13, 3.29206e-13, 2.66282e-13, 2.70561e-13, 2.83329e-13, 3.54072e-13, 4.81586e-13, 7.24152e-13, 6.23243e-13, 5.04528e-13, 3.18824e-13, 2.78888e-13, 2.2799e-13, 2.60104e-13
OCEMAN[0][8], 1.54377e-13, 2.1811e-13, 2.73871e-13, 3.23494e-13, 3.37057e-13, 3.25915e-13, 2.62457e-13, 2.44582e-13, 2.36366e-13, 1.57456e-13, 1.35555e-13, 1.59414e-13, 3.72387e-13, 6.83267e-13, 1.09872e-12, 9.04753e-13, 1.39777e-13, 8.95037e-14, 3.68921e-14, 2.56701e-14, 1.63887e-13, 2.58761e-13, 1.05092e-12, 8.52128e-13, 2.00562e-13, 2.18408e-13, 3.15948e-13, 5.63907e-13, 1.18473e-12, 1.64791e-12, 8.38125e-13, 4.97602e-13, 1.79915e-13, 8.25639e-14, 5.64329e-14, 1.18747e-13, 2.06297e-13, 3.17699e-13, 6.79693e-13, 6.35205e-13, 4.30057e-13, 2.17927e-12, 2.59786e-12, 1.02407e-12, 7.01768e-13, 1.1626e-12, 5.5153e-12, 4.76046e-12, 1.11733e-12, 8.97719e-13, 8.91065e-13, 4.94049e-13, 4.74531e-13, 7.81941e-13, 2.16111e-12, 1.84575e-12, 5.76872e-13, 2.08e-13, 2.43139e-13, 3.77587e-13, 3.2141e-13, 1.93671e-13, 8.70164e-14, 3.1922e-14, 1.88156e-14, 1.07449e-14, 6.30241e-13, 2.94763e-12, 3.95755e-12, 4.49974e-12, 1.34427e-12, 1.34381e-12, 1.98282e-12, 2.18217e-12, 2.09682e-12, 1.25964e-12, 8.1186e-13, 3.50845e-13, 2.69537e-13, 4.13275e-13, 7.33893e-13, 4.99378e-13, 3.0409e-13, 2.1161e-13, 2.08083e-13, 2.43905e-13, 3.53556e-13, 5.17529e-13, 7.95299e-13, 6.2151e-13, 4.73177e-13, 3.29851e-13, 2.9066e-13, 2.47358e-13, 2.30994e-13
OCEMAN[0][9], 1.72808e-13, 1.994e-13, 2.47895e-13, 3.27251e-13, 3.68727e-13, 3.88177e-13, 3.50476e-13, 2.79647e-13, 2.11315e-13, 1.31393e-13, 1.10032e-13, 2.81818e-13, 4.37879e-13, 6.75187e-13, 9.59963e-13, 7.54486e-13, 7.35227e-14, 4.57264e-14, 5.10331e-14, 8.83926e-14, 1.80032e-13, 2.44801e-13, 1.04635e-12, 8.57758e-13, 1.86954e-13, 1.90622e-13, 2.75822e-13, 4.89472e-13, 7.22476e-13, 9.02869e-13, 4.90146e-13, 3.18774e-13, 1.50847e-13, 7.30187e-14, 4.85535e-14, 9.76486e-14, 1.56772e-13, 2.32527e-13, 4.89924e-13, 4.88899e-13, 4.36651e-13, 2.21738e-12, 2.81957e-12, 1.67233e-12, 1.13875e-12, 1.31664e-12, 5.92346e-12, 5.3195e-12, 1.70262e-12, 1.29008e-12, 1.22309e-12, 1.04228e-12, 1.27101e-12, 1.90425e-12, 3.45831e-12, 3.05605e-12, 1.5953e-12, 1.36933e-12, 1.32204e-12, 1.2136e-12, 9.11257e-13, 3.57295e-13, 3.16743e-13, 3.27394e-13, 3.5934e-13, 2.35034e-13, 6.37454e-13, 2.14905e-12, 2.99428e-12, 3.63775e-12, 9.70335e-13, 1.14886e-12, 1.93978e-12, 1.71576e-12, 1.34556e-12, 8.94195e-13, 6.46171e-13, 3.2738e-13, 2.38458e-13, 3.82221e-13, 6.94649e-13, 4.83391e-13, 3.2195e-13, 2.52257e-13, 2.55985e-13, 2.95119e-13, 3.72999e-13, 5.123e-13, 7.47101e-13, 5.46967e-13, 3.57746e-13, 2.62324e-13, 2.57339e-13, 2.49707e-13, 2.58188e-13
