Date,Auto Gas,Basic Chemicals,Fuel Oil,Manufacturing,Pave Roof PC,Petrol Coal,Total Population,Profit,Working Population
2007-10-01,97.8192740718204,141.48528986762153,113.99226980101444,105.95746532075025,125.72279725457726,104.96624213912288,90.34048957589083,526453.0827135843,196417300.0
2008-01-01,96.83604167567138,138.61306584399554,105.35773507608272,104.10490507428892,105.19647164675139,99.62625963452517,90.53887356675025,469018.01237326005,195939700.0
2008-04-01,97.13512035840043,130.10897295833422,114.89075302380024,104.20741394130593,117.65757983207749,105.52774812131064,90.73755587940043,476934.7761340994,196354700.0
2008-07-01,93.66697521318055,113.55692313029444,109.06481662114709,99.92534354221641,129.110062292913,101.99924232509763,90.95891064814884,454425.6364100826,196867000.0
2008-10-01,101.05671099894411,104.48814379472987,117.01070522824816,93.43298195293893,105.34020023849533,101.00506264593851,91.1719124067558,273588.2975899082,197345000.0
2009-01-01,99.25931996647712,93.70863085637676,110.12948692937964,86.10054769737583,79.87211369712243,95.15294701097251,91.35717023882151,399778.1933093126,197190000.0
2009-04-01,104.86356499769009,98.29416236078326,109.66177331252439,85.27987670933535,102.74367205314054,103.72508799360797,91.54481464521336,425857.3224292313,197548300.0
2009-07-01,104.85323645459285,103.56926935157577,106.83756827936014,87.19204211164266,116.90472671334211,105.36927008355087,91.75572815128496,490844.9442100896,198032700.0
2009-10-01,103.15340524768574,108.98996831052607,104.08091104174795,88.38334515935628,101.54987522762528,98.63538617312182,91.96813326631037,532338.3412931103,198442000.0
2010-01-01,97.1800270675189,112.74077999134393,94.59471322668749,89.23791908000042,84.05608514656271,92.3559969968522,92.15189948942226,548799.2450654877,198548300.0
2010-04-01,101.02965470670024,119.34042697838193,108.69464494732736,93.26126709960413,113.67129259588243,102.90966448777732,92.32701438060192,545241.5750541146,198896300.0
2010-07-01,102.46094379307885,121.6677722218694,109.6809159188451,93.66230178910476,124.6994772331672,104.08226971848933,92.52390676250752,575196.7093957516,199311700.0
2010-10-01,100.41656586046024,116.93284388618645,112.72312719469372,93.6298989862623,111.09244348650896,99.87224223555424,92.72348404053001,575536.2670598378,199736700.0
2011-01-01,97.90347415141756,117.70288103675804,106.83708056964495,93.90042238653645,86.68441270884486,94.92261384065408,92.89024592156822,512659.9398859246,199440000.0
2011-04-01,102.37258984288825,111.85447070017594,110.20776433866564,95.43025471703302,114.96852349580767,103.21416714308346,93.05849941156028,535116.4714611517,199802300.0
2011-07-01,103.30799659382609,114.62027046421846,118.68172063987514,96.0076046578029,127.57014589542655,107.43179892685681,93.25718172421045,539182.9757311983,200087700.0
2011-10-01,101.5843648310862,114.90641855228873,122.04033359344518,96.38773753929715,118.93713165602144,102.74854147581294,93.45168753178991,566081.2353215761,200225700.0
2012-01-01,95.38914750787409,116.91225286225023,111.16209032383925,97.29071564690346,110.66389809275489,97.26771409481957,93.61725612566508,642494.7587654729,201204300.0
2012-04-01,99.233498608734,116.24203741467383,113.71768923136949,99.00606402453813,123.95041248785641,103.38598025912482,93.78431632849406,617157.1167365001,201357300.0
2012-07-01,100.94118848973683,118.13081622986743,116.59200643776825,98.44091513915954,127.3782016419155,104.92634711153663,93.98031374502736,623272.5501363275,201485300.0
2012-10-01,102.65258317424194,120.89683980938754,119.88855833008193,98.06418255179074,112.17901786418969,102.10867813281351,94.17571451797912,613122.6294241139,201614000.0
2013-01-01,100.9157039323121,119.04308811643327,112.54889289894655,98.29320236200432,107.24540767346518,100.23691805401533,94.32815695306056,598813.3240640977,201975000.0
2013-04-01,106.19156865309621,118.45534867234056,121.51519215762778,100.1446625133074,114.84878793575263,107.5373774805243,94.48835575470193,596387.0298982216,202173300.0
2013-07-01,106.25724471518198,118.67479974809567,127.94320620366757,99.50390708796311,125.99934851457017,110.6369566265558,94.68614310197982,609065.2343994814,202371000.0
2013-10-01,106.9168120053596,116.88338066564401,128.16291943035506,99.2352838520532,107.97931892507773,105.55045081656691,94.88780863253767,625622.89361556,202551000.0
2014-01-01,100.61022604353366,115.61300401496989,117.71337300039018,98.7504419132255,95.3719565657247,98.58931953905814,95.05874701864661,594689.916531495,202676700.0
2014-04-01,105.41030418120754,114.70655133082082,121.83403238392509,101.41277220479571,111.7106371498804,104.74913383982752,95.23266862266321,628289.562170519,202858300.0
2014-07-01,102.49810409487438,115.67533662547248,119.69323058915333,101.06414204828718,123.12408788452349,106.0535469517361,95.43880898008256,647097.8985705596,203110300.0
2014-10-01,100.37480262098005,112.6079455054075,117.28626121732346,100.83952261870651,106.14482779403302,99.17793650684317,95.64524765929265,636367.377762571,203303700.0
2015-01-01,96.56974489059883,110.18189763631271,111.89914163090128,99.69232338597288,88.91920863175145,93.4815437281738,95.81141289674935,603265.4021357117,203965000.0
2015-04-01,99.82907383841778,110.38243630421334,115.6751121732345,101.00983735093085,109.76283921368291,100.41203738781245,95.98324624823059,610302.6135931177,204139300.0
2015-07-01,102.36158769915421,111.59148751403391,118.86619683964105,100.21356847367296,118.81464091529398,103.96842562043241,96.18729835311456,592322.6283093618,204443000.0
2015-10-01,102.9572751956108,113.59799327042812,119.40072668747563,99.42630037498243,113.31828507223021,101.86556092050611,96.390753814417,561385.3806435826,204619700.0
2016-01-01,103.8673096558967,115.11210497617343,114.33098419820523,98.6893366276183,98.31425992546662,98.6223817166158,96.56348213127055,573172.1801864111,205156700.0
2016-04-01,110.16918041326521,112.98820800179499,119.45132657042528,100.21956899271787,115.42909786487847,107.98944765499617,96.73531548275179,592061.8836450602,205368000.0
2016-07-01,113.55200281115998,112.77591902132205,124.07396117830666,99.25738576386858,118.68641021483235,112.22339011303131,96.93250618644814,589564.6696721346,205635700.0
2016-10-01,113.24966839201983,114.0951993538447,124.58520288724152,99.27838758052572,104.31159945412983,106.85927221881651,97.12074723642152,611557.1646660306,205850700.0
2017-01-01,108.51492951611336,113.30412354838175,118.47627292235661,98.88355342737147,90.13056973405331,102.62213375028412,97.26871484464148,635728.552276436,205330300.0
